airportName,country,airportCode
Fergana,Uzbekistan,FEG
Namangan,Uzbekistan,NMA
Nukus,Uzbekistan,NCU
Urgench,Uzbekistan,UGC
Khanabad,Uzbekistan,KSQ
Termez,Uzbekistan,TMJ
Rybinsk,Russia,RYB
Belgorod,Russia,EGO
Kursk,Russia,URS
Lipetsk,Russia,LPK
Vorkuta,Russia,VKT
Bugulma,Russia,UUA
Yoshkar-Ola,Russia,JOK
Cheboksary,Russia,CSY
Ulyanovsk,Russia,ULY
Orsk,Russia,OSW
Penza,Russia,PEZ
Saransk,Russia,SKX
Balakovo,Russia,BWO
Hubli,India,HBX
Koggala,Sri Lanka,KCT
Wirawila,Sri Lanka,WRZ
Battambang,Cambodia,BBM
Shillong,India,SHL
Guwahati,India,GAU
Dimapur,India,DMU
Tezpur,India,TEZ
Barisal,Bangladesh,BZL
Huay Xai,Laos,HOE
Bharatpur,Nepal,BHR
Chandragarhi,Nepal,BDP
Meghauli,Nepal,MEY
Nepalgunj,Nepal,KEP
Gan Island,Maldives,GAN
Haa Dhaalu Atoll,Maldives,HAQ
Laamu Atoll,Maldives,KDO
Tak,Thailand,MAQ
Buonmethuot,Vietnam,BMV
Haiphong,Vietnam,HPH
Nha Trang,Vietnam,CXR
Conson,Vietnam,VCS
Can Tho,Vietnam,VCA
Dienbienphu,Vietnam,DIN
Phucat,Vietnam,UIH
Pleiku,Vietnam,PXU
Vinh,Vietnam,VII
Banmaw,Burma,BMO
Dawei,Burma,TVY
Kawthoung,Burma,KAW
Loikaw,Burma,LIW
Mawlamyine,Burma,MNU
Pathein,Burma,BSX
Pakhokku,Burma,PKK
Sumbawa Island,Indonesia,SWQ
Waikabubak-Sumba Island,Indonesia,TMC
Bokondini-Papua Island,Indonesia,BUI
Senggeh-Papua Island,Indonesia,SEH
Tanjung Selor-Borneo Island,Indonesia,TJS
Datadawai-Borneo Island,Indonesia,DTD
Tanjung Redep-Borneo Island,Indonesia,BEJ
Tanjung-Borneo Island,Indonesia,TJG
Sampit-Borneo Island,Indonesia,SMQ
Langgur-Kei Islands,Indonesia,LUV
Alor Island,Indonesia,ARD
Belaga,Malaysia,BLG
Long Datih,Malaysia,LGL
Long Seridan,Malaysia,ODN
Mukah,Malaysia,MKM
Bakalalan,Malaysia,BKM
Lawas,Malaysia,LWY
Bario,Malaysia,BBN
Tomanggong,Malaysia,TMG
Kudat,Malaysia,KUD
Bandar Lampung-Sumatra Island,Indonesia,TKG
Jakarta,Indonesia,HLP
Ranai-Natuna Besar Island,Indonesia,NTX
Putussibau-Borneo Island,Indonesia,PSU
Sintang-Borneo Island,Indonesia,SQG
Talang Gudang-Sumatra Island,Indonesia,PDO
Lhok Seumawe-Sumatra Island,Indonesia,LSW
Pangkor Island,Malaysia,PKG
Long Bawan-Borneo Island,Indonesia,LBW
Nunukan-Nunukan Island,Indonesia,NNX
Long Apung-Borneo Island,Indonesia,LPU
Albany,Australia,ALH
Argyle,Australia,GYL
Aurukun,Australia,AUU
Barcaldine,Australia,BCI
Badu Island,Australia,BDD
Birdsville,Australia,BVI
Broken Hill,Australia,BHQ
Hamilton Island,Australia,HTI
Bedourie,Australia,BEU
Bourke,Australia,BRK
Burketown,Australia,BUC
Boigu,Australia,GIC
Oakey,Australia,OKY
Boulia,Australia,BQL
Bathurst,Australia,BHS
Blackwater,Australia,BLT
Carnarvon,Australia,CVQ
Cobar,Australia,CAZ
Coober Pedy,Australia,CPD
Coconut Island,Australia,CNC
Cloncurry,Australia,CNJ
Ceduna,Australia,CED
Cooktown,Australia,CTN
Cunnamulla,Australia,CMA
Coonamble,Australia,CNB
Coen,Australia,CUQ
Cooma,Australia,OOM
Doomadgee,Australia,DMD
Darnley Island,Australia,NLF
Devonport,Australia,DPO
Elcho Island,Australia,ELC
Esperance,Australia,EPR
Flinders Island,Australia,FLS
Geraldton,Australia,GET
Gladstone,Australia,GLT
Groote Eylandt,Australia,GTE
Griffith,Australia,GFF
Horn Island,Australia,HID
Hooker Creek,Australia,HOK
Mount Hotham,Australia,MHU
Hughenden,Australia,HGD
Julia Creek,Australia,JCK
Kalbarri,Australia,KAX
King Island,Australia,KNS
Kalkgurung,Australia,KFG
Karumba,Australia,KRB
Kowanyama,Australia,KWM
Kubin,Australia,KUG
Leonora,Australia,LNO
Lake Evella,Australia,LEL
Lord Howe Island,Australia,LDH
Lockhart River,Australia,IRG
Lismore,Australia,LSY
Lightning Ridge,Australia,LHG
Longreach,Australia,LRE
Leinster,Australia,LER
Laverton,Australia,LVO
Mabuiag Island,Australia,UBB
Meekatharra,Australia,MKR
Merimbula,Australia,MIM
Milingimbi,Australia,MGT
Maningrida,Australia,MNG
McArthur River Mine,Australia,MCV
Mildura,Australia,MQL
Mount Magnet,Australia,MMG
Moree,Australia,MRZ
Moranbah,Australia,MOV
Moruya,Australia,MYA
Mount Gambier,Australia,MGB
Mornington Island,Australia,ONG
Murray Island,Australia,MYI
Maryborough,Australia,MBH
Narrandera,Australia,NRA
Narrabri,Australia,NAA
Normanton,Australia,NTN
Newman,Australia,ZNE
Olympic Dam,Australia,OLP
Argyle,Australia,PUG
Palm Island,Australia,PMK
Paraburdoo,Australia,PBO
Cocos Keeling Island,Cocos (Keeling) Islands,CCK
Gove,Australia,GOV
Parkes,Australia,PKE
Port Lincoln,Australia,PLO
Pormpuraaw,Australia,EDR
Port Macquarie,Australia,PQQ
Portland,Australia,PTJ
Quilpie,Australia,ULP
Ramingining,Australia,RAM
Roma,Australia,RMA
St George,Australia,SGO
Shark Bay,Australia,MJK
Saibai Island,Australia,SBR
Strahan,Australia,SRN
Thargomindah,Australia,XTG
Tennant Creek,Australia,TCA
Victoria River Downs,Australia,VCD
Sue Islet,Australia,SYU
Windorah,Australia,WNR
Whyalla,Australia,WYA
Wiluna,Australia,WUN
Wollongong,Australia,WOL
Winton,Australia,WIN
Burnie,Australia,BWT
Yorke Island,Australia,OKR
Yam Island,Australia,XMY
Beijing,China,NAY
Chifeng,China,CIF
Changzhi,China,CIH
Datong,China,DAT
Hohhot,China,HET
Baotou,China,BAV
Shijiazhuang,China,SJW
Tongliao,China,TGO
Ulanhot,China,HLH
Xilinhot,China,XIL
Beihai,China,BHY
Changde,China,CGD
Dayong,China,DYG
Meixian,China,MXZ
Zhuhai,China,ZUH
Liuzhou,China,LZH
Zhanjiang,China,ZHA
Enshi,China,ENH
Nanyang,China,NNY
Xiangfan,China,XFN
Yichang,China,YIH
Ankang,China,AKA
Golmud,China,GOQ
Hanzhong,China,HZG
Qingyang,China,IQN
Xining,China,XNN
Yan'an,China,ENY
Yulin,China,UYN
Arvaikheer,Mongolia,AVK
Altai,Mongolia,LTI
Bayankhongor,Mongolia,BYN
Dalanzadgad,Mongolia,DLZ
Khovd,Mongolia,HVD
Muren,Mongolia,MXV
Shangri-La,China,DIG
Luxi,China,LUM
Simao,China,SYM
Zhaotong,China,ZAT
Ganzhou,China,KOW
Jingdezhen,China,JDZ
Jiujiang,China,JIU
Quzhou,China,JUZ
Lianyungang,China,LYG
Huangyan,China,HYN
Linyi,China,LYI
Quanzhou,China,JJN
Huangshan,China,TXN
Weifang,China,WEF
Weihai,China,WEH
Wuxi,China,WUX
Wuyishan,China,WUS
Wenzhou,China,WNZ
Yancheng,China,YNZ
Yiwu,China,YIW
Zhoushan,China,HSN
Bangda,China,BPX
Dazhou,China,DAX
Guangyuan,China,GYS
Luzhou,China,LZO
Mianyang,China,MIG
Nanchong,China,NAO
Nyingchi,China,LZY
Wanxian,China,WXN
Aksu,China,AKU
Qiemo,China,IQM
Kuqa,China,KCA
Korla,China,KRL
Karamay,China,KRY
Yining,China,YIN
Heihe,China,HEK
Jiamusi,China,JMU
Jinzhou,China,JNZ
Qiqihar,China,NDG
Yanji,China,YNJ
Waikoloa Village,United States,WKL
Mount Keith,Australia,WME
Los Roques,Venezuela,LRV
Inis Mor,Ireland,IOR
Indreabhan,Ireland,NNR
Ruegen,Germany,GTI
Berezovo,Russia,EZV
Szczecin,Poland,\N
Worcester,United States,ORH
Anqing,China,AQG
Qinhuangdao,China,SHP
Yuncheng,China,YCU
Lanzhou,China,\N
Jiayuguan,China,JGN
Dandong,China,DDG
Dongsheng,China,DSN
Panzhihua,China,PZI
Bremerton,United States,PWT
Spencer,United States,SPW
Jefferson City,United States,JEF
Tannheim,Germany,\N
Unst,United Kingdom,UNT
Pagerungan,Indonesia,\N
Provincetown,United States,PVC
Seria,Brunei,\N
Gustavia,France,SBH
Kostroma,Russia,KMW
Sukhumi,Georgia,SUI
Tambow,Russia,TBW
North Connel,United Kingdom,OBN
Erechim,Brazil,ERM
Prangins,Switzerland,\N
Courcheval,France,CVF
Fullerton,United States,FUL
Concord,United States,USA
Isle Of Wight,United Kingdom,\N
Navoi,Uzbekistan,NVI
Andernos-Les-Bains,France,\N
Nauen,Germany,\N
Setif,Algeria,QSF
La Rochelle,France,LRH
Hailey,United States,SUN
Yverdon-Les-Bains,Switzerland,\N
Bielsko-Biala,Poland,\N
Mason City,United States,MCW
Mesa,United States,AZA
Saul,French Guiana,XAU
Lake Tekapo,New Zealand,\N
Niederoeblarn,Austria,\N
Bad Voeslau,Austria,\N
Uetersen,Germany,\N
Anaktuvuk Pass,United States,AKP
Anvik,United States,ANV
Atqasuk,United States,ATK
Gambell,United States,GAM
Hooper Bay,United States,HPB
Kaltag,United States,KAL
St Mary's,United States,KSM
Kivalina,United States,KVL
Mekoryuk,United States,MYU
Ruby,United States,RBY
Shishmaref,United States,SHH
Savoonga,United States,SVA
Noatak,United States,WTK
Ormoc City,Philippines,OMC
Puvirnituq,Canada,YPX
Tasiujaq,Canada,YTQ
Arctic Village,United States,ARC
Imo,Nigeria,QOW
La Fortuna/San Carlos,Costa Rica,FON
Nicoya,Costa Rica,TMU
Cauayan,Philippines,CYZ
Apatity,Russia,KVK
Governador Valadares,Brazil,GVR
Port Clarence,United States,KPC
Pajala,Sweden,PJA
Bella Coola,Canada,QBC
Hagerstown,United States,HGR
Araracuara,Colombia,ACR
Gorakhpur,India,GOP
Sand Point,United States,SDP
Hami,China,HMI
Wuzhou,China,WUZ
Romblon,Philippines,TBH
Maragheh,Iran,ACP
Gorgan,Iran,GBT
Ilam,Iran,IIL
Parsabad,Iran,PFQ
Tocache,Peru,\N
Tacheng,China,TCG
Mardin,Turkey,MQM
Zarafshan,Uzbekistan,AFS
Deering,United States,DRG
Leon,Spain,LEN
Burgos,Spain,RGS
Sege,Solomon Islands,EGM
Shahre Kord,Iran,CQD
Kangra,India,DHM
Nanded,India,NDC
Shimla,India,SLV
Igiugig,United States,IGG
New Stuyahok,United States,KNW
King Cove,United States,KVC
Port Heiden,United States,PTH
Togiak Village,United States,TOG
Geneina,Sudan,EGN
Long Akah,Malaysia,LKH
Walaha,Vanuatu,WLH
Chaoyang,China,CHG
Samburu South,Kenya,UAS
Brus Laguna,Honduras,BHG
Bonaventure,Canada,YVB
Sialkot,Pakistan,SKT
Punta del Este,Uruguay,PDP
Walvis Bay,Namibia,WVB
Mpacha,Namibia,MPA
Eskissehir,Turkey,AOE
Canakkale,Turkey,CKZ
Mus,Turkey,MSR
Sinop,Turkey,NOP
Çorlu,Turkey,TEQ
Yenisehir,Turkey,YEI
Les Saintes,Guadeloupe,LSS
Kalemyo,Myanmar,KMV
Vieques Island,Puerto Rico,VQS
St-Augustin,Canada,YIF
Hamadan,Iran,HDM
Gasan,Philippines,MRQ
Grafton,Australia,GFN
Orange,Australia,OAG
Taree,Australia,TRO
Choibalsan,Mongolia,COQ
Hohenems,Austria,HOH
Hellwege,Germany,\N
Krems,Austria,\N
Escanaba,United States,ESC
Yakutat,United States,YAK
Goulburn,Australia,GUL
Cessnock,Australia,CES
Scone,Australia,NSO
Mudgee,Australia,DGE
Maitland,Australia,MTL
Culebra Island,Puerto Rico,CPX
Raron,Switzerland,\N
Minsk,Belarus,\N
Amlikon,Switzerland,\N
Lommis,Switzerland,\N
Marion,United States,MWA
Bamburi,Kenya,\N
Fraser Island,Australia,OCN
Finsterwalde,Germany,\N
Kirkuk,Iraq,KIK
Doha,Qatar,XJD
Claris,New Zealand,GBZ
Iron Mountain,United States,IMT
Marquette,United States,\N
Allakaket,United States,AET
Dinslaken,Germany,\N
Hoexter Holzminden,Germany,\N
Niijima,Japan,\N
Michigan City,United States,MGC
Seward,United States,SWD
Grand Marais,United States,GRM
Wausau,United States,AUW
Kalundborg,Denmark,\N
Mary,Turkmenistan,MYP
Bungle Bungle,Australia,\N
Sazena,Czech Republic,\N
Spray View,Zimbabwe,\N
Myvatn,Iceland,MVA
Sabadell,Spain,QSA
Airlie Beach,Australia,WSY
Muncie,United States,MIE
Lafayette,United States,LAF
Georgetown,United States,\N
Las Vegas,United States,VGT
Kenosha,United States,ENW
Montrose CO,United States,MTJ
Riverton WY,United States,RIW
Pendleton,United States,PDT
Lympne,United Kingdom,LYM
Porto Heli,Greece,PKH
Zell am See,Austria,\N
Amberley,Australia,\N
Katherine,Australia,KTR
Laverton,Australia,\N
Nowra,Australia,NOA
Lutsk,Ukraine,UCK
Chernigov,Ukraine,CEJ
Ternopol,Ukraine,\N
Brest,Belarus,BQT
Oshkosh,United States,OSH
Harlesiel,Germany,\N
Wangerooge,Germany,AGE
Perth,Australia,\N
Bendigo,Australia,BXG
Wenatchee,United States,EAT
Arecibo,Puerto Rico,ARE
Ringi Cove,Solomon Islands,RIN
Kirensk,Russia,KCK
Ust-Kut,Russia,UKX
Rimatara,French Polynesia,RMT
Triengen,Switzerland,\N
Lausanne,Switzerland,QLS
Fehraltorf,Switzerland,\N
Locarno,Switzerland,ZJI
Neuchatel,Switzerland,QNC
Taganrog,Russia,TGK
Gelendzhik,Russia,GDZ
Ramenskoe,Russia,ZIA
Irkutsk,Russia,\N
Khabarovsk,Russia,\N
Komsomolsk-on-Amur,Russia,\N
Sredniiy,Russia,\N
Yaroslavl,Russia,IAR
Mohe County,China,OHE
Jining,China,JNG
Puntarenas,Costa Rica,DRK
Altay,China,AAT
Null,Bosnia and Herzegovina,TZL
Dallas,United States,FWH
Naypyidaw,Burma,NYT
Kyauktu,Burma,\N
Jan Mayen,Norway,\N
Bokepyin,Burma,VBP
Manzhouli,China,NZH
Wuhai,China,WUA
Gary,United States,GYY
Brainerd,United States,BRD
Lewisburg,United States,LWB
Greenville,United States,PGV
Chefornak,United States,CYF
Oxnard,United States,OXR
Branson,United States,BKG
Tongren,China,TEN
Jian,China,JGS
Niau,French Polynesia,NIU
Scotia NY,United States,SCH
Nizhnekamsk,Russia,NBC
Osubi,Nigeria,QRW
Volkel,Netherlands,\N
Siargao,Philippines,IAO
Langeoog,Germany,LGO
Biel,Switzerland,\N
Nelspruit,South Africa,NLP
Cherkassy,Ukraine,CKC
St. Augustine Airport,United States,UST
Nikolayev,Ukraine,NLV
Ramechhap,Nepal,RHP
Santa Rosa,United States,STS
Kissimmee,United States,ISM
Lake City,United States,LCQ
DeLand,United States,\N
Green Cove Springs,United States,\N
Santa Lucia,Peru,\N
Logan,United States,LGU
Brigham City,United States,BMC
Malad City,United States,\N
Aspen,United States,ASE
Ulyanovsk,Russia,ULV
Kerrville,United States,ERV
Birrfeld,Switzerland,\N
Georgetown,United States,GED
Prince Rupert,Canada,ZSW
Great Bend,United States,GBD
Hays,United States,HYS
Null,United States,SUS
Ely,United States,LYU
Grand Rapids MN,United States,GPZ
Thief River Falls,United States,TVF
Eagle River,United States,EGV
Minocqua - Woodruff,United States,ARV
Ankeny,United States,\N
Berens River,Canada,YBV
Corpus Christi,United States,\N
Catalina Island,United States,AVX
Mojave,United States,MHV
Interlaken,Switzerland,ZIN
Inisheer,Ireland,INQ
Strezhevoy,Russia,SWT
Hutchinson,United States,HUT
Kabul,Afghanistan,OAI
Al Kharj,Saudi Arabia,AKH
Rosecrans,United States,STJ
Papa,Hungary,\N
Cuxhaven,Germany,\N
Camp Douglas,United States,VOK
Gunnison,United States,GUC
Xi\'AN,China,SIA
Torrance,United States,TOA
Manistee,United States,MBL
Punta Gorda,United States,PGD
Frenchville,United States,WFK
Jamestown,United States,JHW
Mont-Tremblant,Canada,YTM
Somerset,United States,SME
Weyers Cave,United States,SHD
Devils Lake,United States,DVL
Dickinson,United States,DIK
Sidney,United States,SDY
Chadron,United States,CDR
Alliance,United States,AIA
McCook,United States,MCK
Marathon,United States,MTH
Glendive,United States,GDV
Wolf Point,United States,OLF
West Yellowstone,United States,WYS
Alamosa,United States,ALS
Moab,United States,CNY
Ely,United States,ELY
Vernal,United States,VEL
Ruidoso,United States,RUI
Show Low,United States,SOW
McCall,United States,MYL
Salmon,United States,SMN
Mammoth Lakes,United States,MMH
Friday Harbor,United States,FRD
Eastsound,United States,ESD
Astoria,United States,AST
Newport,United States,ONP
Emmonak,United States,EMK
Unalakleet,United States,UNK
Kuparuk,United States,UUK
Shageluk,United States,SHX
Chuathbaluk,United States,CHU
Nuiqsut,United States,NUI
Eek,United States,EEK
Kasigluk,United States,KUK
Kwethluk,United States,KWT
Kwigillingok,United States,KWK
Marshall,United States,MLL
Russian Mission,United States,RSH
Koliganek,United States,KGK
Manokotak,United States,KMO
Chalkyitsik,United States,CIK
Eagle,United States,EAA
Hughes,United States,HUS
Huslia,United States,HSL
Nulato,United States,NUL
Venetie,United States,VEE
Beaver,United States,WBQ
Central,United States,CEM
Shungnak,United States,SHG
Inyokern,United States,IYK
Visalia,United States,VIS
Merced,United States,MCE
Colonia,Uruguay,CYR
Campinas,Brazil,CPQ
Goodyear,United States,GYR
Toowoomba,Australia,TWB
Ballera,Australia,BBL
Gatton,Australia,\N
Arkalyk,Kazakhstan,AYK
Kirchheim-Teck,Germany,\N
Angoon,United States,AGN
Elfin Cove,United States,ELV
Funter Bay,United States,FNR
Hoonah,United States,HNH
Kake,United States,\N
Metakatla,United States,MTM
Hydaburg,United States,HYG
Egegik,United States,EGX
Perryville,United States,KPV
Pilot Point,United States,PIP
South Naknek,United States,WSN
Akhiok,United States,AKK
Karluk,United States,KYK
Larsen Bay,United States,KLN
Ambler,United States,ABL
Buckland,United States,BKC
Kiana,United States,IAN
Kobuk,United States,OBU
Noorvik,United States,ORV
Selawik,United States,WLK
Brevig Mission,United States,KTS
Elim,United States,ELI
Golovin,United States,GLV
Teller,United States,TLA
Wales,United States,WAA
White Mountain,United States,WMO
Koyuk,United States,KKA
St. Michael,United States,SMK
Shaktoolik,United States,SKK
Tin City,United States,TNC
Atka,United States,AKB
Nikolski,United States,IKO
Yakataga,United States,CYT
Alakanuk,United States,AUK
Kipnuk,United States,KPN
False Pass,United States,KFP
Nelson Lagoon,United States,NLG
Cold Bay,United States,PML
Klawock,United States,KLW
Quinhagak,United States,KWN
Kotlik,United States,KOT
Koyukuk,United States,KYU
Scammon Bay,United States,SCM
Nondalton,United States,NNL
Kongiganak,United States,KKH
Nikolai,United States,NIB
Akiak,United States,AKI
Wainwright,United States,AIN
ZAPALA,Argentina,APZ
Rincon de los Sauces,Argentina,RDS
Puerto Natales,Chile,PNT
Sierra Grande,Argentina,SGV
Ingeniero Jacobacci,Argentina,IGB
Chenega,United States,NCN
Tok,United States,TKJ
Circle,United States,IRC
Sleetmute,United States,SLQ
Healy,United States,\N
Klawock,United States,\N
Lake Minchumina,United States,LMA
Manley Hot Springs,United States,MLY
Natuashish,Canada,YNP
Postville,Canada,YSO
Kangiqsujuaq,Canada,YWB
Alma,Canada,YTF
Havre-Saint-Pierre,Canada,YGV
Rimouski,Canada,YXK
Tadoule Lake,Canada,XTL
Lac Brochet,Canada,XLB
South Indian Lake,Canada,XSI
Brochet,Canada,YBT
Little Grand Rapids,Canada,ZGR
Cross Lake,Canada,YCR
Red Sucker Lake,Canada,YRS
Rainbow Lake,Canada,YOP
Bonnyville,Canada,YBY
Nanaimo,Canada,ZNA
Ganges,Canada,YGG
Fort St. James,Canada,\N
Boundary Bay,Canada,YDT
Langley Township,Canada,YLY
Bella Bella,Canada,\N
Wekweeti,Canada,YFJ
Guasave,Mexico,\N
Cabo San Lucas,Mexico,\N
Corn Island,Nicaragua,RNI
Bonanza,Nicaragua,BZA
Rosita,Nicaragua,RFS
Siuna,Nicaragua,SIU
Waspam,Nicaragua,WSP
San Carlos,Nicaragua,NCR
Carrillo,Costa Rica,PLD
Constanza,Dominican Republic,COZ
Negril,Jamaica,NEG
Ceiba,Puerto Rico,NRR
Charlotte Amalie,Virgin Islands,SPB
Alto Rio Senguer,Argentina,ARR
Jose de San Martin,Argentina,JSM
Uyuni,Bolivia,UYU
Rerrenabaque,Bolivia,RBQ
Abaiang Atoll,Kiribati,ABF
Afobaka,Suriname,\N
Alapadu,Suriname,\N
Albina,Suriname,ABN
Anapaike,Suriname,\N
Apetina,Suriname,\N
Drietabbetje,Suriname,DRJ
Kabalebo,Suriname,\N
Kayser,Suriname,\N
Kwamelasemoetoe,Suriname,\N
Moengo,Suriname,MOJ
Nieuw Nickerie,Suriname,ICK
Paloemeu,Suriname,OEM
Sarakreek,Suriname,\N
Sipaliwini,Suriname,\N
Stoelmans Eiland,Suriname,SMZ
Totness,Suriname,TOT
Wageningen,Suriname,AGI
Guapiles,Costa Rica,\N
Orinduik,Guyana,ORJ
Annai,Guyana,NAI
Apoteri,Guyana,\N
Imbaimadai,Guyana,IMB
Kamarang,Guyana,KAR
Mabaruma,Guyana,USI
Mahdia,Guyana,MHA
Pedro Juan Caballero,Paraguay,PJC
Acandi,Colombia,ACD
Saravena,Colombia,RVE
Batagay,Russia,BQJ
Villa Garzon,Colombia,VGZ
El Bagre,Colombia,EBG
Caucasia,Colombia,CAQ
Condoto,Colombia,COG
Tolu,Colombia,TLU
Cabo Frio,Brazil,CFB
Sinop,Brazil,OPS
Gurupi,Brazil,GRP
Santana do Araguaia,Brazil,CMP
Breves,Brazil,BVS
Soure,Brazil,SFK
Parintins,Brazil,PIN
Barreiras,Brazil,BRA
Santa Terezinha,Brazil,STZ
Minacu,Brazil,MQH
Araguaina,Brazil,AUX
Novo Aripuana,Brazil,NVP
Lucas do Rio Verde,Brazil,\N
Franca,Brazil,FRC
Dourados,Brazil,DOU
Labrea,Brazil,LBR
Rondonopolis,Brazil,ROO
Guarapuava,Brazil,GPB
Joacaba,Brazil,JCB
Rio Verde,Brazil,RVD
Araxa,Brazil,AAX
Maues,Brazil,MBZ
Borba,Brazil,RBB
Coari,Brazil,CIZ
Barcelos,Brazil,BAZ
Diamantino,Brazil,DMT
Guanambi,Brazil,GNM
Djelfa,Algeria,QDJ
Nzagi,Angola,NZA
Lucapa,Angola,LBZ
Kapanda,Angola,KNP
Am Timan,Chad,AMC
Sharq Al-Owainat,Egypt,GSQ
Martinsburg,United States,MRB
Awasa,Ethiopia,AWA
Jijiga,Ethiopia,JIJ
Mekane Selam,Ethiopia,MKS
Debre Marqos,Ethiopia,DBM
Debre Tabor,Ethiopia,DBT
Debre Zeyit,Ethiopia,QHR
Goba,Ethiopia,GOB
Mayumba,Gabon,MYB
Masai Mara,Kenya,MRE
Meru National Park,Kenya,JJM
Rumbek,Sudan,RBX
Yei,Sudan,\N
Greenville,Liberia,CPA
Ecuvillens,Switzerland,\N
Inhaca,Mozambique,IHC
Matam,Senegal,MAX
Bird Island,Seychelles,BDI
Wadi Halfa,Sudan,WHF
Enfidha,Tunisia,NBE
Kidepo,Uganda,\N
Kitgum,Uganda,\N
Pakuba,Uganda,\N
Sveagruva,Svalbard,\N
Ny-Alesund,Svalbard,\N
Hatay,Turkey,HTY
Kihnu,Estonia,\N
Ruhnu,Estonia,\N
Raivavae,French Polynesia,RVV
Foshan,China,FUO
Huizhou,China,HUZ
Lleida,Spain,ILD
Ouessant,France,\N
Bildudalur,Iceland,BIU
Gjogur,Iceland,GJR
Saudarkrokur,Iceland,SAK
Selfoss,Iceland,\N
Inishmaan,Ireland,IIA
Taldykorgan,Kazakhstan,\N
Olgii,Mongolia,ULG
Kurgan Tyube,Tajikistan,KQT
Vologda,Russia,VGD
Evensk,Russia,\N
Olenyok,Russia,ONK
Saskylakh,Russia,SYS
Arkhangelsk,Russia,LDG
Nizhneangarsk,Russia,\N
Vanavara,Russia,\N
Aykhal,Russia,\N
Yekaterinburg,Russia,\N
Baykit,Russia,\N
Biysk,Russia,\N
Huesca,Spain,HSK
Ciudad Real,Spain,CQM
Najaf,Iraq,NJF
Colonsay,United Kingdom,CSA
Rock Hill,United States,RKH
Pittsburgh,United States,AGC
Jacksonville,United States,VQQ
Atlanta,United States,FTY
Tresco,United Kingdom,\N
Tarin Kowt,Afghanistan,TII
Zaranj,Afghanistan,ZAJ
Chaghcharan,Afghanistan,CCN
Fuyang,China,FUG
Longyan,China,LCX
Baoshan,China,BSD
Xingyi,China,ACX
Liping,China,HZH
Stepanakert,Azerbaijan,\N
Columbus,United States,OSU
Addison,United States,ADS
Destin,United States,DSI
Kherson,Ukraine,KHE
Stewart Island,New Zealand,SZS
Assumption Island,Seychelles,\N
Zhijiang,China,HJJ
Yarmouth,Canada,YQI
Kinston,United States,ISO
Kill Devil Hills,United States,FFA
Lincang,China,LNJ
Maturaca,Brazil,\N
Parauapebas,Brazil,CKS
Alcantara,Brazil,\N
Anambas Islands,Indonesia,MWK
Wuerzburg,Germany,\N
Aveiro,Portugal,\N
Hopsten,Germany,\N
Khalije Fars,Iran,PGU
Yasuj,Iran,YES
Mosul,Iraq,OSM
Toyooka,Japan,TJH
Amakusa,Japan,AXJ
Kikai,Japan,KKX
Aguni,Japan,AGJ
Uliastai,Mongolia,ULZ
Bulgan,Mongolia,UGA
Ulaangom,Mongolia,ULO
Borongan,Philippines,\N
Lubang,Philippines,LBX
Kulyab,Tajikistan,TJU
Cimei,Taiwan,CMJ
Dasoguz,Turkmenistan,TAZ
Barrow Island,Australia,BWB
Derby,Australia,DRB
Walgett,Australia,WGE
Bathurst Island,Australia,BRT
Dunk Island,Australia,DKI
Lizard Island,Australia,LZR
Hamilton,Australia,HLT
Halls Creek,Australia,HCQ
Fitzroy Crossing,Australia,FIZ
Ravensthorpe,Australia,RVT
Budd Coast,Antarctica,\N
Provo,United States,PVU
Steamboat Springs,United States,SBS
Delta,United States,DTA
Richfield,United States,\N
Price,United States,PUC
Los Alamos,United States,LAM
Lake Havasu City,United States,HII
Winslow,United States,INW
Douglas,United States,DGL
Marakei,Kiribati,MZK
Abemama,Kiribati,AEA
Buariki,Kiribati,AAK
Kuria,Kiribati,KUC
Arorae,Kiribati,AIS
Tamana,Kiribati,TMN
Beru Island,Kiribati,BEZ
Nikunau,Kiribati,NIG
Butaritari,Kiribati,BBG
Makin,Kiribati,MTK
Maiana,Kiribati,MNK
Nonouti,Kiribati,NON
Tabiteuea,Kiribati,TSU
Whitianga,New Zealand,WTZ
Takaka,New Zealand,KTF
Afutara,Solomon Islands,AFT
Ulawa,Solomon Islands,RNA
